event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,population_1km,population_2km,population_5km,population_best
SRB3398,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"North Banat",Kikinda,,Kikinda,45.8323,20.4682,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Kikinda to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2791,16701,34602,2791
SRB3400,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Surdulica,,Kula,42.7216,22.2772,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Kula to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,1,6,1,1
SRB3401,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Lazarevac,,Lazarevac,44.3805,20.2587,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Lazarevac to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2751,8343,21057,2751
SRB3402,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Bor,Majdanpek,,Majdanpek,44.4277,21.9459,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Majdanpek to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2343,5406,9879,2343
SRB3403,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,"Mali Zvornik",,"Mali Zvornik",44.3734,19.1065,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Mali Zvornik to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,501,1057,2712,501
SRB3404,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,Mladenovac,,Mladenovac,44.4363,20.6918,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Mladenovac to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,9043,12869,34984,9043
SRB3405,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Branicevo,Pozarevac,,Pozarevac,44.6222,21.1826,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Pozarevac to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,4197,14701,31008,4197
SRB3406,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Raska,Raska,,Priboj,43.4011,20.7004,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Priboj to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,35,115,574,35
SRB3407,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Toplica,Prokuplje,,Prokuplje,43.2383,21.5932,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Prokuplje to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,5047,15963,32437,5047
SRB3408,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Srem,Ruma,,Ruma,45.008,19.8222,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Ruma to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2692,21200,34295,2692
SRB3409,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,Sabac,,Sabac,44.7538,19.6876,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Sabac to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,5622,18726,61358,5622
SRB3410,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Podunavlje,Smederevo,,Smederevo,44.6516,20.9258,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Smederevo to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,6703,18856,53971,6703
SRB3411,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa",Srbobran,,Srbobran,45.5538,19.8027,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Srbobran to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2849,7828,13131,2849
SRB3412,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Srem,"Sremska Mitrovica",,"Sremska Mitrovica",44.9764,19.6122,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Sremska Mitrovica to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,4793,15122,45891,4793
SRB3413,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Sremski Karlovci",,"Sremski Karlovci",45.2043,19.9357,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Sremski Karlovci to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,4448,7205,10754,4448
SRB3414,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Srem,"Stara Pazova",,"Stara Pazova",44.9861,20.1597,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Stara Pazova to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,8541,13326,23057,8541
SRB3415,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"North Backa",Subotica,,Subotica,46.101,19.6682,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Subotica to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,2521,14944,65157,2521
SRB3416,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Zlatibor,Uzice,,Uzice,43.8582,19.8441,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Uzice to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,6850,22818,39695,6850
SRB3417,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,Vladimirci,,Vladimirci,44.6165,19.7849,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Vladimirci to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,418,980,2542,418
SRB3418,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Pcinja,Vranje,,Vranje,42.556,21.9002,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Vranje to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1733261096,4702,23737,52631,4702
SRB3391,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Macva,Bogatic,,Bogatic,44.8375,19.4805,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Bogatic to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1737435626,1784,3208,5780,1784
SRB3399,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Raska,Kraljevo,,Kraljevo,43.7259,20.6896,1,"Juzne Vesti",National,"On 22 November 2024, citizens gathered in Kraljevo to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1738712872,5532,21674,46623,5532
SRB3367,"22 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa",Bac,,Bac,45.3992,19.1987,1,"N1TV Online - Serbia",National,"On 22 November 2024, citizen gathered in Bac to pause all their activities for 15 minutes as part of the 'Serbia, stop' campaign. This campaign, organized by members of the opposition took place in various cities across Serbia and called for everyone to pause their activities for 15 minutes to honor the 15 victims who lost their lives when the concrete canopy at the railway station in Novi Sad collapsed at 11:52. This is why the gatherings were taking place at this exact moment when the tragedy happened. The campaign aimed to show support for the families of victims, but also demand accountability from the authorities and those responsible for the tragic event.",0,"crowd size=no report",1739305040,388,1074,5411,388
SRB3366,"21 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Ecological Uprising; Government of Serbia (2017-); PSG: Movement of Free Citizens; SSP: Party of Freedom and Justice",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Novi Beograd",,"Belgrade - Novi Beograd",44.808,20.3874,1,"Danas; N1TV Online - Serbia",National-Regional,"On 21 November 2024, citizens, along with members of the opposition, SSP and MPs from the Ecological Uprising and PSG, staged a protest at the Old Sava Bridge in Belgrade - Novi Beograd, by blocking the makeshift access route for trucks and construction machines attempting to reach the bridge. The protesters also blocked Zemunski put by using trash cans. Besides opposing the removal of the bridge, protesters also call for a ban on the crossing of trucks weighing more than 3.5 tons, as well as for the reconstruction of the bridge, and for the bridge to be declared as a protected cultural asset.",0,"crowd size=no report",1732654792,18770,53798,189602,18770
SRB3374,"21 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","DS: Democratic Party; Government of Serbia (2017-); Green-Left Front; NPS: People's Movement of Serbia; PSG: Movement of Free Citizens; SSP: Party of Freedom and Justice; Together; SRCE: Serbia Centre",Protesters,"Police Forces of Serbia (2017-)","Military Forces of Serbia (2017-)","State forces","State forces-Protesters",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"FoNet; N1TV Online - Serbia; Tanjug",National,"On 21 November 2024, opposition members, including national and provincial MPs and representatives from the SSP, PSG, DS, Together, SRCE, NPS, Movement for Reversal, and Green-Left Front, along with activists and citizens, blocked the entrance to the Court and Prosecution Office in Novi Sad for the third consecutive day. They demanded that their employees fulfill their duties and find those responsible for the tragedy in which 15 people lost their lives, one of whom died in the hospital, following the collapse of a concrete canopy at the train station in Novi Sad. The protesters also called for the release of politicians and activists who had been imprisoned during and after the protests over the past two and a half weeks in Novi Sad. Members of the gendarmerie were again also present. Protesters hustled with the police, during which some of the protesters fell from the stairs, while a fence was broken, and the doors to the court, as well as part of the stairway was damaged. Members of the gendarmerie were again also present. One of the police officers has hit with a fist one of the protesters, while a 74 years old man sprayed tear gas in one of the policeman's eyes, for which he was arrested. The citizens' movement Bravo later stated that he was severely beaten by the police at the station, which led to serious injuries, necessitating a testicle amputation.",0,"crowd size=no report",1733253612,9541,41595,169916,9541
SRB3360,"20 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","DS: Democratic Party; Government of Serbia (2017-); Start-Change; Students (Serbia)",Protesters,"Police Forces of Serbia (2017-)",,"State forces","State forces-Protesters",,688,Europe,Serbia,Belgrade,,,Belgrade,44.6916,20.4261,2,"Danas; FoNet; N1TV Online - Serbia",National-Regional,"On 20 November 2024, police officers arrived on both sides of the Old Sava Bridge in Belgrade, where protesters and activists from the initiative 'The Bridge Stays' ('Most ostaje') had been camping since November 1 to prevent the removal of the bridge. The police forcibly removed the leader of the Start-Change movement, along with a local councilor from the same group, and took them to a police car for arrest. During the arrest, the Start-Change leader began to feel unwell, so he sought medical assistance. After the incident, protesters attempted to break through the police cordon which was allowing workers to begin the removal of tram tracks and asphalt. In response, activists blocked Vudro Vilson Street, thus preventing any traffic from reaching the controversial luxury residential block Belgrade waterfront, which was seen as the primary reason for the bridge's removal. The protest then briefly continued at Branko's bridge in Belgrade - Stari Grad, where between 300 and 400 activists and citizens, along with the leader of the DS blocked traffic. However, after receiving the information that the police had surrounded the protesters' camp at Old Sava bridge, about 200 participants decided to go back to that location. Police prevented between 100 and 200 protesters from crossing the bridge to reach Belgrade - Novi Beograd, where the leader of the 'The Bridge Stays' ('Most ostaje') encouraged everyone to gather and prevent the work of removal machinery. The police detained four students and activists, who were later released. The protest leader announced plans to set up a new camp on the other side of the bridge in Belgrade-Novi Beograd.",0,"crowd size=between 100 and 400",1732654792,1777,13861,33117,1777
SRB3361,"20 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","DS: Democratic Party; Government of Serbia (2017-); Green-Left Front; NPS: People's Movement of Serbia; PSG: Movement of Free Citizens; Students (Serbia)",Protesters,"Police Forces of Serbia (2017-)","Private Security Forces (Serbia)","State forces","State forces-Protesters",,688,Europe,Serbia,Belgrade,"Stari Grad",,"Belgrade - Stari Grad",44.823,20.4605,1,"Danas; FoNet; N1TV Online - Serbia",National-Regional,"On 20 November 2024, students and activists from the group 'Borba', along with a local councilor from PSG, and other members from the same political party, representatives from the NPS, the president of the DS, and MPs from the Green-Left Front, blocked the entrance to the Rectorate building in Belgrade - Stari Grad. They were protesting for not being allowed to attend the ceremony celebrating the International Students' Day, as well as against any festivity given that 15 people recently lost their lives following the collapse of a concrete canopy at the train station in Novi Sad. On his way to the protest, an activist from 'Borba' was arrested. During the arrest, police officers twisted his arm. He was later released and re-joined the protest. Students entered the hall where the celebration was taking place, following a brief hustling with security personnel and stopped the ceremony. Students then joined other protesters at the Old Sava Bridge (coded separately).",0,"crowd size=no report",1732654792,9651,38334,101955,9651
SRB3362,"20 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","DS: Democratic Party; Ecological Uprising; Government of Serbia (2017-); Green-Left Front; Journalists (Serbia); NPS: People's Movement of Serbia; PSG: Movement of Free Citizens; SSP: Party of Freedom and Justice",Protesters,"Military Forces of Serbia (2017-)","Police Forces of Serbia (2017-)","State forces","State forces-Protesters",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia",National,"On 20 November 2024, opposition members, including national and provincial MPs and representatives from the SSP, DS, PSG, NPS, Ecological Uprising, and Green-Left Front, along with activists and citizens, blocked the entrance to the Court and Prosecution Office in Novi Sad for the second consecutive day. They demanded that their employees fulfill their duties and find those responsible for the tragedy in which 15 people lost their lives, one of whom died in the hospital, following the collapse of a concrete canopy at the train station in Novi Sad. The protesters also called for the release of politicians and activists who had been imprisoned during and after the protests over the past two and a half weeks in Novi Sad. In response, the police and gendarmerie used shields to push and kick the protesters away from the entrance. The President of PSG in Novi Sad suffered injuries during the clash, having been hit in the shins and ribs. An MP from the Ecological Uprising was also injured when the police knocked her down on the stairs outside the entrance. A representative from the Green-Left Front fainted after breaking through the police cordon and entering the building. At some point, one of the policemen's gun accidentally fell from its holster. A journalist from 021.rs was also pushed away by the court's security guards while covering the event. On the same day, the Minister of Internal and Foreign Trade resigned from his position.",0,"crowd size=no report",1732654792,9541,41595,169916,9541
SRB3359,"19 November 2024",2024,1,Demonstrations,Protests,"Protest with intervention","Protesters (Serbia)","DS: Democratic Party; Government of Serbia (2017-); Green-Left Front; NPS: People's Movement of Serbia; PSG: Movement of Free Citizens; SSP: Party of Freedom and Justice",Protesters,"Police Forces of Serbia (2017-)",,"State forces","State forces-Protesters",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"N1TV Online - Serbia; Tanjug",National,"On 19 November 2024, opposition members, including national and provincial MPs, local councilors, and representatives from the SSP, DS, NPS, PSG, and Green-Left Front, blocked the entrance to the Court and Prosecution Office in Novi Sad during working hours, demanding that their employees fulfill their duties and find those responsible for the tragedy in which 15 people lost their lives, following the collapse of a concrete canopy at the train station in Novi Sad. The protesters also called for the release of politicians and activists who had been imprisoned during and after the protests over the past two and a half weeks in Novi Sad. In response, the police used shields to push and kick the protesters away from the entrance, attempting to allow employees to enter the building. The Association of Judges and Prosecutors of Serbia later said that in the crowd, one person violently pushed a Judge of the High Court in Novi Sad while she attempted to enter the building. The following day, the police announced they would file a criminal complaint against the PSG Youth President in Novi Sad for assaulting an officer during the protest.",0,"crowd size=no report",1732654792,9541,41595,169916,9541
SRB3365,"19 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)",,Protesters,,,,"Protesters only",,688,Europe,Serbia,Kolubara,Valjevo,,Valjevo,44.272,19.8874,1,Danas,Regional,"On 19 November 2024, citizens organized by the 'Valjevo Resistance Movement' ('Valjevski pokret otpora') staged a protest in Valjevo in front of the 'Euro Litijum Balkan' demanding that the company cease its operations in the city. The Canadian company had recently announced that it would not study lithium, but borate minerals, and their geothermal potential. Following the protest organized last week in Valjevo for the same cause, several people were invited for an 'informative interview with the police'.",0,"crowd size=no report",1732654792,5855,23076,66513,5855
SRB3364,"18 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Labor Group (Serbia)",Protesters,,,,"Protesters only",,688,Europe,Serbia,Nisava,Nis-Medijana,,Nis,43.3234,21.9018,1,"Juzne Vesti",Subnational,"On 18 November 2024, employees of bankrupt social enterprises protested again in front of the City Hall in Nis, expressing their dissatisfaction with how the recently adopted City Assembly program is being implemented. They are unhappy about having their salaries paid in four instalments and are unwilling to forfeit interest on unpaid wages. Furthermore, the city's list does not include the names of all affected employees. Additionally, the queues to sign the agreement with the city are excessively long, causing many employees to abandon their wait or be denied the opportunity to take the agreement to their lawyers for consultation.",0,"crowd size=no report",1732654792,5189,35833,135365,5189
SRB3363,"17 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","Government of Serbia (2017-); NPS: People's Movement of Serbia",Protesters,,,,"Protesters only",,688,Europe,Serbia,"South Backa","Novi Sad",,"Novi Sad",45.2593,19.8291,1,"FoNet; N1TV Online - Serbia",National,"On 17 November 2024, citizens, including a national MP from the NPS political party, organized by the initiatives 'Svice' and 'Stav', blocked in protest the intersection of two boulevards in front of the railway station in Novi Sad. They demanded accountability for the deaths of 15 people (one more person died in the meantime in the hospital), resulting from the collapse of a concrete canopy at the train station in their city. Protesters held a large banner depicting a white pigeon (symbol of Novi Sad) bleeding and crying, and stained the street with red handprints, symbolizing the 'blood on the hands' of the authorities. Tensions escalated when two men, holding flags of the EU and 'Maidan Serbia,' clashed with the demonstrators after refusing to leave the protest area. One of these men claimed to be the President of the Association 'Responsibility' ('Odgovornost') and began pushing the security guards present at the protest. During the confrontation, a metal spear from one of the flags was broken.",0,"crowd size=no report",1732654792,9541,41595,169916,9541
SRB3356,"15 November 2024",2024,1,Demonstrations,Protests,"Peaceful protest","Protesters (Serbia)","SSP: Party of Freedom and Justice",Protesters,,,,"Protesters only",,688,Europe,Serbia,Belgrade,"Savski Venac",,"Belgrade - Savski Venac",44.7821,20.4517,1,FoNet,National,"On 15 November 2024, MPs and local councilors from the SSP gathered in front of the Supreme Public Prosecutor's Office in Belgrade - Savski Venac, holding a black canvas to support the campaign '14 minutes for 14 victims' which called for everyone to pause their activities and stand in the street at the exact moment when the concrete canopy at the railway station collapsed, killing 14 people in Novi Sad 14 days prior.",0,"crowd size=no report",1732047035,6393,29708,109163,6393
